840 10.000
394 0.309
783 0.000
798 0.000
911 10.000
197 0.000
335 0.000
768 0.000
277 0.005
553 0.000
477 0.000
628 1.431
364 1.486
513 0.000
952 10.000
916 10.000
635 0.000
717 0.000
141 0.953
606 0.000
16 0.000
242 0.000
137 0.147
804 10.000
156 0.000
400 10.000
129 0.000
108 2.385
998 10.000
218 0.000
512 0.000
839 10.000
612 10.000
296 0.000
637 9.906
524 9.286
493 10.000
972 10.000
292 10.000
771 8.276
526 10.000
769 10.000
891 10.000
283 10.000
352 0.870
807 10.000
919 10.000
69 10.000
949 10.000
525 10.000
86 10.000
192 10.000
663 10.000
890 10.000
348 7.644
64 10.000
20 10.000
457 10.000
63 10.000
238 8.359
970 10.000
902 10.000
850 10.000
266 1.796
539 10.000
375 10.000
760 8.054
667 0.000
531 5.807
39 7.600
437 4.826
931 10.000
930 10.000
720 10.000
284 0.000
738 0.000
639 10.000
354 0.000
687 0.000
165 0.000
440 0.000
880 10.000
829 10.000
330 6.321
228 10.000
893 10.000
350 1.074
686 0.000
956 10.000
588 0.000
657 1.573
858 10.000
439 1.544
923 10.000
398 0.310
814 10.000
684 0.000
910 10.000
482 0.179
215 0.000
950 10.000
920 10.000
147 10.000
881 10.000
641 10.000
431 10.000
619 7.095
281 10.000
786 10.000
307 10.000
447 4.974
226 10.000
187 10.000
276 0.155
556 10.000
416 10.000
169 10.000
906 10.000
103 0.000
126 0.000
495 0.000
760 10.000
984 10.000
935 10.000
684 10.000
383 9.650
749 0.668
368 10.000
294 0.000
232 0.205
584 10.000
244 1.827
152 0.000
732 8.277
125 0.580
793 0.000
164 0.000
745 0.000
74 0.000
52 0.217
521 0.000
176 0.000
240 10.000
797 0.000
656 1.840
967 10.000
639 0.000
759 0.000
93 0.000
134 0.000
520 0.000
78 0.000
69 0.000
204 0.000
461 0.000
819 10.000
573 0.000
755 0.000
51 1.602
157 9.962
999 10.000
889 10.000
997 10.000
54 10.000
870 10.000
72 0.127
4 10.000
923 10.000
593 0.934
180 0.549
163 0.713
391 9.479
913 10.000
359 0.000
552 10.000
579 10.000
452 10.000
687 10.000
99 9.239
530 9.619
757 10.000
304 9.997
992 10.000
576 10.000
877 10.000
747 8.920
628 9.785
35 9.940
833 10.000
925 10.000
873 10.000
831 10.000
979 10.000
743 3.969
903 10.000
983 10.000
666 10.000
497 10.000
830 10.000
888 10.000
76 0.000
649 0.000
248 0.000
629 0.000
229 10.000
700 0.000
316 10.000
328 0.000
231 0.000
74 0.000
633 1.450
223 0.000
651 0.000
510 10.000
971 10.000
280 0.000
546 0.000
719 0.321
113 1.362
471 2.747
592 0.000
944 10.000
450 0.000
336 0.000
847 10.000
434 0.000
3 0.000
344 0.154
598 0.000
833 10.000
233 0.000
675 0.047
482 0.000
481 0.000
304 0.000
712 10.000
182 4.064
621 0.156
40 0.000
413 10.000
695 0.013
673 1.358
637 10.000
347 10.000
184 10.000
609 10.000
627 10.000
730 9.827
740 7.915
202 0.243
920 10.000
684 0.000
653 10.000
257 10.000
532 0.000
87 10.000
260 10.000
877 10.000
686 10.000
93 10.000
111 10.000
361 10.000
576 10.000
593 10.000
666 10.000
288 8.733
775 0.000
329 10.000
189 9.990
984 10.000
827 10.000
331 10.000
188 10.000
436 0.000
958 10.000
918 10.000
764 0.143
699 0.000
121 0.000
685 0.321
383 10.000
774 4.798
943 10.000
916 10.000
861 10.000
203 0.023
793 0.000
548 10.000
297 0.000
904 10.000
909 10.000
873 10.000
498 0.000
162 10.000
273 0.000
864 10.000
492 0.000
463 0.950
848 10.000
495 0.059
291 0.000
180 0.000
684 0.147
727 0.000
139 0.000
603 0.302
492 0.000
838 10.000
724 0.000
178 0.000
221 0.000
498 0.000
121 0.297
138 0.029
360 0.000
324 0.000
931 10.000
908 10.000
622 0.000
836 10.000
818 10.000
496 0.000
334 0.000
394 0.000
658 0.455
608 0.000
258 0.000
151 9.963
72 4.122
107 10.000
647 0.000
363 0.000
288 0.000
331 0.000
91 0.000
427 0.000
934 10.000
583 10.000
265 0.000
761 0.000
487 10.000
157 10.000
883 10.000
625 8.681
517 0.000
207 10.000
557 10.000
426 10.000
829 10.000
244 10.000
326 10.000
729 10.000
638 9.730
984 10.000
338 10.000
897 10.000
136 10.000
410 9.848
5 0.072
783 10.000
774 9.753
293 0.000
114 10.000
865 10.000
721 10.000
49 10.000
449 10.000
986 10.000
707 10.000
210 0.000
473 10.000
93 10.000
99 10.000
382 9.811
301 10.000
657 10.000
809 10.000
131 10.000
51 0.000
53 9.734
457 0.000
780 0.000
692 0.000
442 4.708
119 0.000
589 0.000
578 0.000
529 0.000
595 0.000
361 0.000
304 0.000
888 10.000
476 0.000
169 0.000
609 0.000
525 0.000
618 0.000
596 0.000
233 0.000
70 0.000
98 0.211
923 10.000
169 10.000
481 9.422
225 10.000
826 10.000
290 10.000
357 0.000
878 10.000
344 0.267
814 10.000
659 0.000
36 0.499
257 0.800
778 0.000
625 0.000
836 10.000
308 10.000
221 0.000
198 0.000
612 0.000
109 0.540
674 0.384
782 1.500
719 0.800
200 0.035
401 0.108
315 0.000
434 0.000
230 0.000
385 5.019
532 0.000
154 3.537
555 0.067
14 0.000
380 0.000
382 0.000
305 0.000
737 0.278
260 0.000
649 0.000
552 1.247
919 10.000
685 10.000
809 10.000
697 0.000
311 5.869
645 0.000
6 0.000
843 10.000
618 0.000
642 9.860
518 8.959
400 10.000
362 8.362
718 10.000
801 10.000
677 0.000
152 10.000
32 9.991
63 10.000
187 2.581
700 10.000
567 10.000
1 4.179
5 10.000
261 10.000
655 10.000
857 10.000
181 10.000
341 0.509
667 0.000
879 10.000
653 10.000
313 10.000
885 10.000
186 0.000
157 0.000
503 0.160
828 10.000
675 10.000
904 10.000
191 1.651
394 6.370
706 8.982
868 10.000
547 10.000
738 8.390
932 10.000
233 1.339
926 10.000
551 0.000
933 10.000
494 9.835
939 10.000
799 10.000
594 0.000
657 10.000
995 10.000
935 10.000
324 1.316
874 10.000
589 10.000
637 0.201
759 10.000
775 0.000
794 10.000
262 0.000
604 2.098
470 10.000
166 9.898
795 9.922
865 10.000
873 10.000
664 0.000
412 10.000
611 0.000
596 0.354
645 0.000
538 0.402
148 0.000
579 0.706
32 0.000
700 0.000
518 0.000
832 10.000
515 0.062
112 0.000
489 0.368
510 0.267
48 0.000
814 10.000
384 0.000
452 0.330
143 0.000
